time,ch1,ch2,ch3
1359.0,1.36,1.46,1.42
1361.0,1.32,1.46,1.44
1363.0,1.38,1.46,1.44
1366.0,1.35,1.46,1.44
1367.0,1.37,1.46,1.43
1369.0,1.4,1.46,1.42
1371.0,1.43,1.46,1.43
1373.0,1.41,1.45,1.44
1375.0,1.36,1.45,1.43
1377.0,1.32,1.45,1.43
1379.0,1.32,1.45,1.44
1381.0,1.32,1.46,1.45
1383.0,1.32,1.46,1.45
1385.0,1.35,1.46,1.44
1387.0,1.38,1.46,1.45
1389.0,1.39,1.46,1.48
1391.0,1.4,1.45,1.52
1393.0,1.39,1.45,1.51
1395.0,1.38,1.45,1.5
1397.0,1.36,1.46,1.48
1399.0,1.33,1.46,1.45
1401.0,1.29,1.46,1.43
1403.0,1.3,1.46,1.44
1405.0,1.32,1.46,1.46
1408.0,1.35,1.46,1.47
1410.0,1.43,1.46,1.48
1411.0,1.47,1.46,1.51
1413.0,1.45,1.45,1.51
1415.0,1.43,1.45,1.5
1417.0,1.39,1.45,1.48
1419.0,1.36,1.46,1.46
1421.0,1.34,1.46,1.48
1423.0,1.35,1.46,1.48
1425.0,1.36,1.46,1.49
1427.0,1.38,1.46,1.5
1429.0,1.38,1.46,1.51
1431.0,1.41,1.45,1.49
1433.0,1.42,1.45,1.47
1435.0,1.41,1.45,1.46
1437.0,1.4,1.45,1.46
1439.0,1.37,1.45,1.46
1441.0,1.35,1.46,1.45
1443.0,1.37,1.46,1.42
1445.0,1.38,1.46,1.43
1447.0,1.39,1.46,1.45
1449.0,1.4,1.46,1.47
1452.0,1.43,1.46,1.45
1453.0,1.46,1.46,1.45
1455.0,1.44,1.46,1.45
1457.0,1.45,1.46,1.45
1459.0,1.45,1.45,1.45
1461.0,1.41,1.46,1.45
1463.0,1.4,1.46,1.44
1465.0,1.4,1.46,1.45
1467.0,1.41,1.46,1.46
1469.0,1.41,1.46,1.5
1471.0,1.42,1.45,1.52
1473.0,1.4,1.45,1.5
1475.0,1.41,1.46,1.5
1477.0,1.41,1.46,1.48
1479.0,1.41,1.46,1.47
1481.0,1.36,1.46,1.46
1483.0,1.38,1.46,1.43
1485.0,1.34,1.46,1.45
1487.0,1.41,1.46,1.48
1489.0,1.47,1.46,1.52
1491.0,1.47,1.45,1.53
1494.0,1.45,1.45,1.54
1495.0,1.44,1.45,1.54
1497.0,1.42,1.46,1.55
1499.0,1.4,1.46,1.54
1501.0,1.4,1.46,1.53
1503.0,1.38,1.46,1.55
1505.0,1.39,1.46,1.55
1507.0,1.5,1.46,1.53
1509.0,1.56,1.46,1.48
1511.0,1.57,1.45,1.48
1513.0,1.55,1.45,1.48
1515.0,1.53,1.46,1.46
1517.0,1.52,1.45,1.47
1519.0,1.51,1.45,1.48
1521.0,1.5,1.46,1.48
1523.0,1.46,1.46,1.47
1525.0,1.42,1.46,1.49
1527.0,1.45,1.46,1.5
1529.0,1.47,1.46,1.53
1531.0,1.48,1.45,1.52
1533.0,1.5,1.45,1.49
1536.0,1.48,1.45,1.45
1538.0,1.46,1.46,1.46
1539.0,1.44,1.46,1.44
1541.0,1.39,1.46,1.43
1543.0,1.36,1.46,1.41
1545.0,1.39,1.46,1.4
1547.0,1.45,1.46,1.41
1549.0,1.4,1.46,1.4
1551.0,1.34,1.45,1.37
1553.0,1.32,1.45,1.38
1555.0,1.35,1.45,1.41
1557.0,1.35,1.46,1.43
1559.0,1.34,1.46,1.41
1561.0,1.32,1.46,1.4
1563.0,1.32,1.46,1.39
1565.0,1.41,1.46,1.42
1567.0,1.45,1.46,1.44
1569.0,1.48,1.46,1.44
1571.0,1.52,1.45,1.45
1573.0,1.52,1.45,1.45
1575.0,1.54,1.45,1.45
1577.0,1.51,1.45,1.46
1580.0,1.46,1.46,1.45
1581.0,1.37,1.46,1.44
1583.0,1.31,1.46,1.41
1585.0,1.3,1.46,1.41
1587.0,1.35,1.46,1.43
1589.0,1.4,1.46,1.45
1591.0,1.43,1.45,1.43
1593.0,1.39,1.45,1.41
1595.0,1.35,1.45,1.38
1597.0,1.36,1.46,1.36
1599.0,1.42,1.46,1.37
1601.0,1.36,1.46,1.39
1603.0,1.41,1.46,1.39
1605.0,1.37,1.46,1.39
1607.0,1.38,1.46,1.43
1609.0,1.45,1.46,1.46
1611.0,1.47,1.45,1.46
1613.0,1.45,1.45,1.45
1615.0,1.44,1.45,1.44
1617.0,1.42,1.46,1.41
1619.0,1.4,1.46,1.42
1622.0,1.37,1.46,1.43
1623.0,1.36,1.46,1.43
1625.0,1.37,1.46,1.43
1627.0,1.36,1.46,1.43
1629.0,1.39,1.46,1.44
1631.0,1.38,1.45,1.42
1633.0,1.36,1.46,1.42
1635.0,1.33,1.46,1.4
1637.0,1.34,1.46,1.4
1639.0,1.36,1.46,1.38
1641.0,1.38,1.46,1.4
1643.0,1.4,1.46,1.39
1645.0,1.4,1.46,1.38
1647.0,1.41,1.46,1.39
1649.0,1.43,1.46,1.41
1651.0,1.46,1.46,1.39
1653.0,1.48,1.46,1.35
1655.0,1.45,1.45,1.33
1657.0,1.39,1.46,1.33
1659.0,1.38,1.46,1.33
1661.0,1.4,1.46,1.34
1664.0,1.39,1.46,1.34
1666.0,1.4,1.46,1.38
1667.0,1.41,1.46,1.41
1669.0,1.43,1.46,1.42
1671.0,1.4,1.45,1.39
1673.0,1.37,1.45,1.38
1675.0,1.45,1.46,1.38
1677.0,1.46,1.45,1.35
1679.0,1.46,1.46,1.34
1681.0,1.43,1.46,1.33
1683.0,1.41,1.46,1.33
1685.0,1.38,1.46,1.35
1687.0,1.41,1.46,1.35
1689.0,1.43,1.46,1.36
1691.0,1.44,1.46,1.39
1693.0,1.44,1.45,1.42
