time,ch2
2765.0,1.65
2767.0,1.61
2769.0,1.63
2771.0,1.6
2774.0,1.61
2776.0,1.66
2778.0,1.72
2780.0,1.68
2782.0,1.57
2784.0,1.51
2786.0,1.53
2788.0,1.57
2790.0,1.6
2792.0,1.56
2794.0,1.6
2796.0,1.66
2798.0,1.52
2800.0,1.5
2801.0,1.42
2803.0,1.51
2805.0,1.55
2807.0,1.52
2809.0,1.5
2811.0,1.37
2813.0,1.41
2816.0,1.4
2818.0,1.36
2820.0,1.36
2822.0,1.29
2824.0,1.32
2826.0,1.38
2828.0,1.38
2830.0,1.41
2832.0,1.35
2834.0,1.41
2836.0,1.38
2838.0,1.45
2840.0,1.45
2842.0,1.36
2844.0,1.45
2845.0,1.51
2847.0,1.54
2849.0,1.78
2851.0,1.79
2853.0,1.84
2855.0,1.74
2857.0,1.88
2860.0,1.9
2862.0,1.75
2864.0,1.72
2866.0,1.7
2868.0,1.75
2870.0,1.81
2872.0,1.78
2874.0,1.86
2876.0,1.85
2878.0,1.71
2880.0,1.75
2882.0,1.56
2884.0,3.3
2886.0,3.15
2887.0,2.82
2889.0,2.46
2891.0,2.2
2893.0,2.2
2895.0,2.07
2897.0,2.01
2899.0,1.89
2902.0,1.77
2904.0,1.84
2906.0,1.83
2908.0,1.94
2910.0,1.92
2912.0,1.85
2914.0,1.82
2916.0,1.72
2918.0,1.77
2920.0,1.78
2922.0,1.75
2924.0,1.9
2926.0,1.97
2928.0,1.88
2930.0,1.82
2931.0,1.81
2933.0,1.72
2935.0,1.66
2937.0,1.62
2939.0,1.56
2941.0,1.51
2944.0,1.52
2946.0,1.65
2948.0,1.88
2950.0,1.81
2952.0,1.67
2954.0,1.72
2956.0,1.71
2958.0,1.75
2960.0,1.65
2962.0,1.48
2964.0,1.7
2966.0,1.99
2968.0,2.1
2970.0,2.13
2972.0,1.91
2973.0,2.0
2975.0,2.11
2977.0,2.1
2979.0,2.1
2981.0,1.88
2983.0,1.85
2985.0,1.79
2988.0,1.88
2990.0,1.93
2992.0,1.7
2994.0,1.54
2996.0,1.45
2998.0,1.65
3000.0,1.67
3002.0,1.53
3004.0,1.42
3006.0,1.53
3008.0,1.62
3010.0,1.68
3012.0,1.43
3014.0,1.37
3016.0,1.22
3017.0,1.17
3019.0,1.15
3021.0,1.07
3023.0,1.12
3025.0,1.17
3027.0,1.28
3030.0,1.22
3032.0,1.03
3034.0,0.85
3036.0,0.81
3038.0,0.99
3040.0,1.08
3042.0,0.95
3044.0,1.04
3046.0,1.28
3048.0,1.25
3050.0,1.21
3052.0,1.04
3054.0,1.05
3056.0,0.89
3058.0,0.96
3060.0,0.87
3061.0,0.75
3063.0,0.72
3065.0,0.74
3067.0,0.93
3069.0,1.03
3072.0,0.9
3074.0,0.94
3076.0,1.0
3078.0,0.9
3080.0,0.77
3082.0,0.73
3084.0,0.71
3086.0,0.76
3088.0,0.79
3090.0,0.84
3092.0,0.66
3094.0,0.75
3096.0,0.7
3098.0,0.59
3100.0,0.53
3102.0,0.49
3104.0,0.57
3105.0,0.61
3107.0,0.7
3109.0,0.69
3111.0,0.6
3113.0,0.65
3116.0,0.52
3118.0,0.43
3120.0,0.45
3122.0,0.28
3124.0,0.27
3126.0,0.37
3128.0,0.47
3130.0,0.56
3132.0,0.54
3134.0,0.6
3136.0,0.6
3138.0,0.58
3140.0,0.55
3142.0,0.42
3144.0,0.48
3146.0,0.58
3148.0,0.71
3149.0,0.72
3151.0,0.56
3153.0,0.56
3155.0,0.64
3158.0,0.68
3160.0,0.79
3162.0,0.87
3164.0,0.84
3166.0,0.58
3168.0,0.57
3170.0,0.7
3172.0,0.56
3174.0,0.7
3176.0,0.71
3178.0,0.64
3180.0,0.65
3182.0,0.61
3184.0,0.68
3186.0,0.87
3188.0,1.18
3190.0,1.27
3192.0,1.17
3193.0,1.24
3195.0,1.3
3197.0,1.28
3200.0,1.22
3202.0,1.24
3204.0,1.32
3206.0,1.55
3208.0,1.57
3210.0,1.5
3212.0,1.54
3214.0,1.71
